,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004
Nigeria,4.390345049,3.148914357,2.574647546,3.12000898,2.779442266,1.759564031,1.206135136,-0.592636984,-1.071924554,0.11607899,-0.608206061,0.628379621,0.887370792,0.507573448,1.374081841,1.5346074,2.780299414,5.301732237,4.853596277,1.533823184,-0.43445458,-0.439793899,-0.968474106,-1.673639253,-3.34846298,-2.185634377,-2.54362639,-3.586786418,-2.530564548,-0.535454951,0.715867196,0.380396473,0.664491743,1.230220718,1.699871154,-0.073699763,0.992306887,1.336106053,0.613550951,0.417907169,0.128640295,-0.083353308,0.062699399,1.252724843,1.32033263
Norway,2.545014434,3.005906285,2.80147709,2.553110749,2.677691831,2.98598806,3.127687956,3.38077054,3.444889567,3.619128606,3.497733556,3.459064495,3.547605834,3.614696374,3.615129654,3.607800254,3.844280135,3.648261486,3.667669878,3.72973751,3.973258677,3.538370178,3.273357402,3.076884084,3.221637663,3.235207936,3.100950516,2.830059356,2.642619362,2.348243349,2.083412069,2.32561663,2.55420514,2.568526814,2.529647891,2.440528569,2.531891017,2.935534231,3.188972738,3.217281949,3.268234292,3.160468939,2.925801434,2.739988673,2.458772081
Oman,,,,,,,,,,,,,,,,,,,,,-0.31810061,2.085372915,2.481543228,4.766755763,4.874679365,3.909557989,1.815782218,1.465415558,2.563941892,2.552250427,3.854751933,3.124252243,3.015779522,2.755087062,1.973529885,1.474420602,1.793755965,2.490316406,1.910756959,1.845567722,1.580553115,1.78765871,1.206835276,0.60077187,
Pakistan,-0.448169315,-0.108534795,0.042314879,0.293747982,1.280956908,2.077873688,2.111887508,2.617729293,3.019863465,2.911651979,4.399733887,4.339165684,4.615760813,3.885859445,3.230660075,3.047784737,2.72054525,2.988708239,2.647791517,3.23221536,2.566539339,2.776970548,2.796600538,3.125893038,3.624580246,3.527956847,3.868535299,3.878185941,4.248506651,3.697399134,3.283037565,3.273492385,2.952788389,2.70245867,2.535253892,2.521070984,1.909503871,1.492913674,1.262128298,1.401605778,1.206636251,0.833033815,0.959841006,1.220955449,1.290536477
Palau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.154980238,1.17459232,0.824331588,0.981011015,1.318184977,3.218562975,4.2014078,4.58537911,2.838107961,1.512142454,0.896205332,1.002873375,1.028602039,1.049622718,
Panama,1.812858748,3.231712232,3.175292751,2.880784846,3.229723141,3.236519013,3.700931973,3.876456816,5.059704043,5.471360448,4.286146114,3.883300254,3.162503803,3.584629232,2.952583642,2.925813733,2.750029096,2.85724938,2.627111851,2.746845378,4.159172513,4.410444226,4.785517285,3.949639493,4.326043248,4.298476709,4.230752774,3.507871816,2.168482321,2.216695283,0.645688194,1.122840175,1.090573959,1.387325388,1.215808105,0.705212138,0.578096049,1.046273601,2.566839065,2.558308975,2.587618672,1.547260188,1.493280923,1.619673575,
Papua New Guinea,,,,,,,,,,,,,,,,,,,,,5.607459755,4.665991199,2.686608149,2.590393325,2.748631258,3.537222702,-0.754585376,-0.007119949,-0.878351961,-0.794667237,-1.06592096,-0.374093132,0.467961295,2.581607691,2.958461029,1.605463278,1.512933055,1.211425946,2.114871042,3.137053171,2.973794311,2.636314797,2.293811052,0.051620233,
Paraguay,,0.349670794,0.656096269,1.311790375,1.149366037,0.591789517,0.696879192,1.057089861,0.816067755,1.281073125,1.70936387,1.506645343,1.777455619,1.783432374,1.971444802,2.477689732,2.937767012,3.258576395,3.895675631,4.523583175,4.977480947,5.271408998,4.864932426,4.402704334,3.966736053,3.541320076,2.903834677,2.213756717,1.844371939,1.340585138,0.518476109,0.002239775,0.121105501,0.602128449,0.575469771,0.629068473,0.882014209,0.793322604,0.176267193,-0.213535695,-0.288814435,-0.204099229,-0.674662459,-0.934829401,
Peru,2.429692989,1.832303634,2.272525273,2.86032542,3.079979343,3.0282621,3.130810996,3.320479964,3.778813265,4.40550942,4.265883855,3.870426033,3.202910821,3.028721203,3.242720036,3.042938186,2.411951475,2.174104091,1.303126869,1.079284486,0.712939723,0.711034582,0.558529779,-1.180543618,-1.648027855,-1.80848562,-0.942428542,-0.157049136,-0.637639929,-2.324056355,-3.38301298,-3.574643025,-3.708678501,-2.107715461,-1.246878745,-0.688621135,-1.434728723,-1.653100652,-0.759595555,0.955269912,1.784832245,1.676697322,2.24162341,2.218917362,
Philippines,4.031543452,4.082891388,3.263404584,3.403477303,2.678347667,2.877174558,2.003534019,2.423263372,2.054060126,1.580646731,1.766121214,1.825815532,1.947791925,2.16590809,2.118297952,2.290173809,2.788695837,3.106439392,3.095051344,2.939614161,3.098808487,3.096664131,2.485184142,1.855465458,1.548409368,0.212092151,-0.049296326,-0.529115209,-0.234908764,0.0393408,-0.25958792,-0.590245441,-0.44779962,-0.537639983,0.27450867,1.123561961,0.984672401,1.689788562,0.723211224,0.888498726,1.773808246,1.348065037,1.335348973,1.256463585,1.815023326
Poland,,,,,,,,,,,,,,,,,,,,,4.810893141,3.139696155,1.228006527,0.63657262,0.368789177,0.031640512,-0.390606157,-0.744499196,-0.644547046,-0.449124432,-0.557524996,0.245249758,1.442094824,1.436012433,1.429798037,1.523158675,1.714772249,2.163112598,2.316129057,2.814731261,3.857888447,4.183547303,4.147011666,4.157944083,4.280398149
Portugal,4.419563329,4.116681909,4.365142939,4.432606369,4.621207817,5.017757899,5.056322588,5.493616836,6.7069376,6.545343318,6.631701383,6.690279436,6.824301784,7.377276927,6.960680846,5.408280576,5.536819599,5.171089638,3.952572812,3.953848228,3.604243583,3.068744999,2.540158037,1.39554103,0.956105927,1.972858615,2.014214035,2.155697752,2.900992688,3.049467254,3.183554466,3.33953733,3.248051515,3.25558408,3.875787856,3.775139925,3.515963672,3.23121909,2.853944871,2.68437228,2.433100623,2.259286684,2.185681211,2.156576365,1.869228197
Puerto Rico,,,,,,,,,,,,,,,,,,,,,2.451815142,1.641629493,0.806550871,1.439107141,2.364793145,2.918932141,2.365209303,2.50622449,2.502459504,3.138217962,3.497094614,4.000879414,4.409973562,4.047975751,4.263658714,3.295572355,3.103555758,3.123832957,2.900081191,2.79634354,3.443357716,3.136075354,3.222704648,3.244041102,
Qatar,,,,,,,,,,,,,,,,,,,,,-2.414336675,-3.694561066,-4.849315855,-6.713781671,-7.967710576,-6.989407642,-7.023893165,-6.92116239,-7.119100854,-6.668409384,-5.826287385,-5.900583241,-4.354138872,-3.759272855,-3.579712203,-2.824291358,-2.901761144,-0.693041766,0.671110723,0.89236437,1.16235537,1.647000153,1.613046616,3.028900117,
Romania,,,,,,,,,,,6.512699404,6.97008217,7.52602208,8.535444858,7.493034841,7.102199488,8.716618421,8.347905508,9.392859567,9.241199736,9.009723168,8.235274264,7.54049058,6.196605964,7.327442504,6.294053407,4.577567164,4.062081873,2.46466824,1.07130135,0.018033452,-1.690077772,-2.741060112,-3.00497048,-3.103501764,-2.187350435,-1.838374626,-2.31772851,-2.419661338,-1.53995716,-0.781971759,1.087723572,2.526252608,2.831273234,3.211530361
Russian Federation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.807003088,-0.655078135,1.024984599,2.198873199,
Rwanda,,,,,,,,,,,0.326181324,0.539629336,-0.665802561,1.004840973,1.932061627,0.781275612,2.032201998,1.547313538,2.061557806,2.123688114,1.735994741,2.731500034,2.644545421,2.803652221,1.914795798,2.764137616,1.449895085,1.338968564,0.357189555,-0.228889148,-2.191101101,-2.719799079,-2.132110319,-3.913564251,-7.921357314,-3.614502736,-2.995439051,-3.512055093,-2.289114838,-2.194488925,0.122894986,0.528807241,1.003813421,3.708257108,
Samoa,,,,,,,,,,,,,,,,,,,,,2.390555257,1.159097652,1.400302482,0.795792437,0.54061586,0.779950822,0.747429538,0.27720163,0.089390481,0.331008241,-1.675138674,-0.954463335,-1.772216184,-1.244035153,-2.218358242,-2.072860055,-1.600148169,-1.178374106,-0.775708909,-0.921982971,1.059438467,2.094561296,2.780689437,2.995979856,
Sao Tome and Principe,,,,,,,,,,,,,,,,,,,,,6.337089536,2.861176989,2.779133113,2.385536105,0.841310927,0.923410455,0.432501003,-2.237900593,-1.225043706,-2.594162008,-2.004199066,0.067996607,-0.687615172,-0.152273293,0.672780859,-0.34993304,-0.270178145,0.351852014,-0.9680904,-1.769977227,-1.254214155,-0.584961502,0.083213187,0.632531479,0.19097879
Saudi Arabia,,,,,,,,,,,,,,,,,,,,,7.544113571,5.767346269,1.641570643,-2.829435592,-5.505099378,-5.464400088,-5.841808396,-6.092938628,-5.320089082,-6.359780987,-5.590631856,-4.897144622,-2.738825078,-1.225368392,-0.46891488,-0.271815557,-0.153951262,0.375166771,-0.069912326,-0.313280983,-0.955004215,-1.801301753,-2.373321788,-0.969031272,
Senegal,,,,,,,,,,,-1.818399873,-1.61164548,-1.509992398,-1.917046252,-1.62710371,-1.223454624,-0.511679263,-0.691340644,-1.260776839,0.251941821,-0.562091165,-0.755999442,0.39765038,1.054137396,0.024472748,0.128614714,-0.73450747,0.064060083,0.628141261,-0.15678849,0.1905113,0.447539684,-0.910842237,-1.285731716,-0.274778447,-0.976909589,-0.794006591,-0.417311806,-0.738996188,0.238903667,0.868183822,-0.158687303,-0.101358955,0.567093311,
Serbia and Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.192842263,-5.854271514,0.297575741,4.31684585,
Seychelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sierra Leone,,,,,,,,,,,,,,,,,,,,,0.125459961,0.121371413,0.677211516,0.161157549,-0.265901492,0.262401361,0.136569324,0.522269529,-0.272912664,-1.082550404,-1.301309425,-2.309281251,-3.868239005,-3.800388903,-3.741020304,-3.893085319,-3.170093452,-5.231310717,-5.392282075,-5.73509228,-5.293483599,-4.658641746,-3.066592452,-2.40705874,
Singapore,,,,,,,,,,,4.975920878,5.679419137,6.131089662,6.670802424,7.926549422,7.500092995,7.52786259,7.304569348,6.997505613,7.080082842,6.627876136,5.837876546,5.248949792,5.009979132,4.892512527,4.551180549,4.092970852,4.55902666,4.512339661,4.265999233,4.122129528,4.410249253,4.548126747,4.831845897,4.8990167,5.870689522,6.165499564,5.940976454,4.498779796,4.241141685,4.217944308,3.008944291,2.73180428,1.577115838,1.845874435
Slovak Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.90102238,-0.639729879,-0.556893258,-0.209850463,2.017356584,3.039063432,3.852352266,3.706298123
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.773043129,3.023977426,3.996281116,3.797136412,3.753785929
Solomon Islands,,,,,,,,,,,,,,,,,,,,,2.765212027,3.407927999,3.447559656,1.171545592,-0.028594114,0.966820263,-0.518343762,-1.219567621,-2.418917362,-2.892251664,-1.784004432,-1.609949206,0.343132906,2.025838814,1.63825898,2.322212425,2.759547967,2.211807738,2.635559934,1.173594872,-0.83435097,-2.15954153,-3.843343775,-3.835929844,
Somalia,,,,,,,,,,,,,,,,,,,,,-1.87366631,-2.178980858,-2.929946901,-2.229774553,-3.843821824,-4.503517245,-1.92004439,-2.712017681,-3.279689876,-2.27562086,-1.338393061,-0.872641042,-2.394648604,-1.503930716,-2.772289663,-1.755007043,-2.71504159,-3.370783084,-3.833834635,-3.73316229,-3.698090566,-3.918508894,-3.224246178,-3.249550291,-1.074460565
South Africa,1.766272121,2.603204296,3.168879263,2.692247401,2.357539968,2.570928145,2.581144505,2.462877901,3.037141513,2.776324431,2.742682335,2.237085242,1.973086389,1.952055586,1.772644346,1.791696383,1.659372447,1.784520155,1.287638794,1.382108899,1.61077236,1.425527767,1.280753292,1.513804996,1.681457112,1.152010476,0.617277236,0.439789362,0.63045131,0.628686387,0.275665608,0.127301117,-0.415931206,-0.674736206,-0.595999168,-0.41814838,0.157589383,0.283447315,0.202674229,0.293924467,0.63254788,1.112474262,1.746804028,1.949294232,2.262997999
Spain,5.266359901,4.850378645,5.365403269,6.743593623,5.922922387,5.988409725,5.963981922,5.918951274,6.100049766,7.282855778,6.507796943,5.694616678,5.52868783,5.358296065,5.413926668,4.772088181,4.364865162,4.150310089,3.627364268,2.763658669,2.605534623,2.19023558,1.514775024,0.952707404,0.608171632,0.857463754,0.898022196,1.305208089,1.770671915,2.26887917,2.46968896,2.785979861,2.776673567,2.496721281,2.57269464,2.628623115,2.554753848,2.402288215,2.352420801,2.32767405,2.410134739,2.444271882,2.53086814,2.843567055,2.796947259
Sri Lanka,0.503991145,1.403164058,0.672988897,1.951479498,1.580329751,2.220794009,3.247094959,3.976768495,3.034619638,3.577578413,3.671193244,3.040258244,3.871513617,3.773481333,3.745048905,3.465460982,3.568904241,3.006866762,3.882692535,4.065823808,4.094918315,4.468743067,4.404961298,3.651018376,3.496244706,4.589356807,4.860021545,4.669945816,4.066027492,3.816720035,4.043403837,3.240593553,3.352146687,3.927727234,4.098073829,3.57610121,3.652681093,4.100112109,4.193393226,4.451585818,3.916145338,3.985809542,3.489719923,3.450868644,
St. Kitts and Nevis,,,,,,,,,,,,,,,,,,,,,2.734321799,4.779531132,3.499618348,3.04020719,4.228645652,4.616430862,5.280345772,6.091323765,4.117729915,4.444800849,5.21862292,4.225857104,4.924817393,5.367183128,5.617309876,5.01658261,5.227543594,5.508605187,6.456216953,6.986030035,5.642499646,4.769948328,4.328493659,3.909989138,
St. Lucia,,,,,,,,,,,,,,,,,,,,,2.147383999,1.151338351,1.260049247,2.311266422,2.976655547,3.651534419,5.878915577,4.511878038,6.057042077,5.36299689,6.109839706,5.921435795,6.059557282,5.166524501,3.801490497,3.436984641,1.874461839,1.5073356,1.314130526,0.915466606,0.585555941,0.108009958,-0.363253293,-0.219303432,
St. Vincent and the Grenadines,,,,,,,,,,,,,,,,,,,,,1.136646156,2.440783459,0.854194612,2.767342743,4.423269706,5.346623451,5.479923377,5.330923815,4.155146371,5.017055169,6.946840347,4.931621247,5.576268044,5.682997152,4.728292925,5.396198694,5.038570249,4.368910976,3.605455937,3.788421381,3.272773459,3.548328511,2.72693514,1.779158425,
Sudan,,,,,,,,,,,,,,,,,,,,,0.629134518,0.544260242,0.495195993,-1.137021885,-1.376883145,-1.128131155,-1.545472085,-1.288019084,-1.024150405,-0.604786439,0.002559191,0.219510957,0.349397234,1.24164918,1.776423408,1.68927021,1.493235092,1.432798989,0.727654582,-0.498156116,-0.004725193,0.0659354,0.176606255,0.558650114,
Suriname,,,,,,,,,,,,,,,,,,,,,2.229575099,2.778256156,2.75552583,3.025850314,2.637364716,2.855923437,1.434578965,-0.786023276,-0.086118462,-0.308586482,0.068860662,-0.280993782,-0.625339109,-2.671196597,-4.386825242,-6.105515135,-2.421768857,0.213485583,-0.264606064,2.555078002,0.156995976,2.318873984,2.635808339,7.696601893,
Swaziland,,,,,,,,,,,,,,,,,,,,,7.16570599,6.682319234,5.4503465,3.604280625,2.864291014,2.030869587,2.679982439,2.944563272,2.594482615,2.551382575,2.966508997,2.840269272,2.679367658,2.864735845,2.811689529,3.053519937,2.404549388,1.655919602,1.486988385,1.679313156,1.425359468,2.241680599,2.835700366,2.359963379,2.410594576
Sweden,2.641899615,2.966497434,3.144587632,3.296121086,3.339662473,3.427268127,3.312066136,3.407385137,3.433689323,3.363923037,3.654661137,3.173758587,3.019730499,2.816147891,2.592553118,2.569546173,2.579502565,2.112123225,1.891271885,1.862290523,1.48201953,1.362594261,1.255659524,1.07384191,1.178491277,1.16369902,1.262630698,1.810768339,1.993042028,1.896022856,1.796191338,1.694537903,1.422548852,1.015036844,0.953759427,1.033724328,0.883383969,0.758658892,0.897181501,1.104676777,1.51347189,1.802708644,2.123678624,2.597270974,2.612005981
Switzerland,3.338408686,3.251293964,3.794387495,3.850828035,3.721064565,3.231019374,2.767741206,2.770326971,3.599287002,3.317907097,3.288136209,3.027881778,3.023198943,3.022852003,2.680112487,1.648647004,1.493852044,1.588397889,1.553491567,1.477963234,1.3232915,1.041240146,0.559617135,0.32137927,0.489338185,1.66901463,1.838494638,1.590586932,1.589964624,1.557542762,1.333105075,1.08127575,1.187425016,1.097368461,0.954494643,0.734964551,0.595572004,0.659530162,0.727785701,0.460775599,0.493097649,0.732667983,0.806510704,0.806810432,0.88007867
Syrian Arab Republic,,,,,,,,,,,2.545181736,3.112719911,2.565556585,3.268201985,2.771466834,4.194782324,6.16699732,4.073597436,5.339680746,4.425592579,5.955541764,6.130869017,4.266413135,4.89727768,2.970128112,1.198367952,-0.070294185,0.884841117,0.603555867,-1.539361363,-2.217934428,-2.438746301,-2.149036543,-1.767894675,-1.029154999,-0.141472441,1.368699502,2.11861784,1.473113127,2.650744555,2.796672051,2.056189975,1.823146985,1.560290194,
Taiwan,,4.300656695,3.963053497,4.008049412,4.361045287,4.71884559,5.199664179,5.58985547,5.924289226,6.175820123,6.776430231,7.446057761,8.092349545,8.538798263,7.471205175,6.968177592,7.502952363,7.526097805,8.004680172,7.951251253,7.545232155,6.934846705,6.011038669,5.642499665,6.67093241,6.737856396,6.640392702,6.963845593,6.481487972,6.601131311,6.618722629,6.816881258,7.265699981,7.185687071,6.906329287,7.074847571,6.566836351,5.976575039,5.661381043,5.438791204,5.450300781,4.566645536,4.264118389,3.92268762,3.791388079
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.133169056,
Tanzania,,,,,,,,,,,1.471698626,2.136926123,1.624081126,1.391959706,-0.018589704,0.431689065,0.499934084,-0.036461832,-0.756563904,-0.706841385,-0.098172742,-0.066096798,-0.762415457,-1.101862498,-1.010539779,-1.437555616,-1.903276783,-1.585127778,-1.392813325,-1.450605288,-1.344781434,-0.741191468,-0.756215687,-0.389760662,-0.720089673,-0.354499404,-0.090713454,4.545482078,4.911491317,5.197408677,5.065081312,5.113540083,6.063418949,6.348332265,
Thailand,-0.523164247,0.419952788,1.30696447,3.048598878,2.798891384,4.426932889,5.030062398,4.617355715,5.302369873,4.935729999,4.876784422,5.244815682,4.770404515,4.863837982,4.786017654,4.664764705,4.722903149,5.03549953,5.496764597,5.070088507,4.603548274,4.673481074,5.240695085,4.620513629,4.870901997,5.075104567,4.580555571,4.309397579,4.067339474,5.049275784,5.85793566,5.941266344,6.205230373,6.87162835,7.040985193,7.008559383,7.06333865,6.309790643,4.541602664,3.983196511,2.941123956,2.480773057,2.124886006,2.079484656,
Togo,,,,,,,,,,,4.49959654,4.074069362,4.520278386,3.4008203,3.227573428,2.243604953,1.238789781,0.432889146,0.128449851,-0.004089698,0.093401409,-2.176264042,-2.702796868,-2.716735582,-2.429962144,-3.13208219,-4.096231336,-3.876070279,-3.657220327,-3.770762356,-3.640777209,-2.126750931,-2.523926953,-1.800710782,-1.511376553,-0.372733853,0.103026638,0.050736756,0.083174326,-0.57216527,-0.961901201,-1.265795961,-1.209806604,-0.33004518,-1.323157964
Tonga,,,,,,,,,,,,,,,,,,,,,1.757614797,5.345177803,6.791667491,7.372726037,8.813387392,9.114507154,9.055073123,9.124985621,9.160594288,9.645672983,9.579892142,6.717223335,4.47126418,4.43520237,2.274738239,2.091083405,1.307133925,1.230294237,1.580743855,1.25286028,0.937232669,0.179895556,0.94929473,0.376954257,
Trinidad and Tobago,6.213120242,6.427739275,6.012707301,6.480887869,6.620183277,5.32541057,4.904847568,4.440030499,4.413242681,4.470424989,3.75487827,2.151150479,3.518602651,3.094769913,3.010957052,3.349138314,3.693254869,3.570778226,3.880301873,3.350163046,4.089844722,4.981593823,3.694398255,2.232672498,1.142154274,0.306574631,-1.549266589,-1.916968332,-3.004027862,-3.354977778,-3.677426262,-3.802347593,-3.230489247,-2.182071543,-0.83634339,0.298083963,1.506254504,1.611983749,1.818214253,3.277986314,4.969870625,4.568072393,3.405352865,6.814067562,
Tunisia,,,,,,,,,,,,3.55395647,5.498008249,4.038421529,4.428996517,4.585355936,4.940762825,5.393495326,4.568758492,4.3196828,4.559013135,3.712897725,2.005770451,2.884471532,2.520853737,2.922289194,2.316882243,2.776921097,2.558303964,2.314880159,2.007346882,2.101432313,2.729356199,2.382803744,2.655177399,2.018245165,2.613826619,2.515951704,2.732943498,3.224735541,3.154305845,3.272523398,3.036169102,3.247491395,3.315664465
Turkey,3.913042136,2.109029008,1.848705828,1.631840231,2.999857171,2.285802867,3.203219857,1.670686349,1.673828177,2.370983171,2.959938927,3.182237181,3.412494398,2.683621231,2.736035101,3.271085402,3.315031602,3.47767758,2.946078582,2.38428267,1.699368188,1.623134375,1.223747457,1.52674724,1.803372933,1.438205129,1.157944362,1.420598797,1.508683374,1.63851048,2.884003087,2.576812871,2.891415429,3.125822588,2.007577262,2.275790171,2.340083867,2.271413788,2.411831135,2.099849637,1.828435541,0.99753917,1.074676822,0.787305264,2.113320243
Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.640796734,
Uganda,0.315744764,-1.038419425,-0.756934701,0.706153897,1.040790342,1.053446121,1.210224992,1.161808414,1.885215524,1.744319017,1.942911816,2.330892212,1.967741947,1.550024105,1.183224395,0.961568779,0.326617201,0.01091015,-0.568389706,-2.930525128,-3.401239116,-4.21671704,-4.080663915,-3.667012398,-3.434307007,-4.084282868,-4.043563634,-4.459063434,-4.025734996,-1.553154056,-0.549650281,0.915207928,0.451415791,0.40183967,2.048530778,2.399674169,3.03646144,3.923268904,4.246534704,4.37478081,4.077964225,3.960169296,4.035460441,3.7476414,
Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.248628107,
United Arab Emirates,,,,,,,,,,,,,,,,,,,,,17.01612827,15.00988179,13.99134759,7.566236265,-2.401874504,-4.570963892,-7.432382984,-7.292777722,-6.314677025,-6.29184695,-6.00242841,-5.579646259,-3.872073783,-3.350409616,-2.245075926,-0.662069172,2.944591129,3.257982388,3.709043819,2.839563787,2.440473766,2.919929897,2.927472126,4.742020431,
United Kingdom,2.302310245,2.027726265,2.138733258,1.992245001,2.114277835,1.994956679,2.041499695,2.140025794,2.461928327,2.329728576,2.159266492,2.262413222,2.485361088,2.895075636,2.368609978,2.092163821,2.280903046,2.145179821,2.168210094,2.300998871,1.897727186,1.5479946,1.382023201,1.019904878,1.347313525,1.753412625,1.823860204,2.1847687,2.370407876,2.302998522,2.5318689,2.459777844,2.331807138,2.197370249,2.370467752,2.2845404,2.150809082,2.01750619,1.8085332,1.865741294,2.188498379,2.557310824,2.705757752,2.695552767,2.570730069
United States,1.627989923,1.009345584,1.190079986,1.247531969,2.033820223,2.000097228,2.469621391,2.597702394,3.292185749,3.126056966,2.952418139,3.148595109,3.146478894,3.308799297,2.688513973,2.049591665,2.026748841,2.295175706,2.321625774,2.282808634,2.206339039,2.095392764,1.375183319,1.292087634,2.088001615,2.512826884,2.287293486,2.137477545,1.991349611,2.039345913,2.284080714,1.994354373,2.497419308,2.29826573,1.993677998,1.835247987,1.880144844,2.022454511,2.059970939,2.17022506,2.375353253,2.461083167,2.255818209,2.241123203,2.268082493
Uruguay,1.146690118,-0.240583989,0.29346868,-0.425469775,-1.041358965,-1.248492209,-0.731459227,-1.305953638,-0.454632177,0.438072918,0.443050924,0.502204224,0.233253159,0.779319165,0.854923348,1.617504363,1.631542478,2.079020558,2.611619726,2.819948927,2.975501737,3.010240513,2.292210023,1.083990152,0.558868356,0.06216785,0.631881223,1.431806999,0.724709618,-0.046694963,-0.627193527,-0.328847841,1.689833166,3.03422895,4.041272408,3.790558914,3.353641599,2.903877172,3.534881005,3.212338547,3.040031833,2.193406966,-0.376261903,-0.59082931,-0.190903873
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.642500467,-1.139491098,1.867972625,0.321236838,
Vanuatu,,,,,,,,,,,,,,,,,,,,,2.371960443,2.545067441,3.318386052,4.25380173,1.747494169,1.810629921,2.06488024,1.194440792,-0.101983691,-0.049678482,1.547181947,2.38192193,2.207541585,0.154076402,-0.180685456,0.704160534,0.251352994,2.010258196,2.491325968,1.582794233,1.902455716,-0.663761454,-1.826482011,-0.907030776,
"Venezuela, RB",2.664427969,2.069061598,1.9476763,2.176136754,2.453675284,2.210210531,1.342039898,0.63543343,1.381916706,1.443484141,2.661335428,1.691620479,1.328167793,1.777268854,1.88490207,2.025497232,2.950990663,3.288796027,2.761282444,2.273164728,1.282159548,2.067293866,1.585478841,0.176492519,-0.749735261,-1.328560492,-1.634771735,-1.916862578,-1.522809073,-2.361967052,-1.624019468,-0.724953848,0.015234654,0.42001953,-0.039217166,0.360468797,-0.305334979,-0.010196006,-0.516001094,-0.106399191,-0.216810178,-0.763432946,-2.091408701,-2.580078886,-0.831645194
Vietnam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.390183641,4.267268279,4.462284819,4.531190094,4.632426941,
"Yemen, Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.436230494,1.042593663,1.294710261,1.965369807,2.122452399,
Zambia,,,,,,3.597070043,3.067704959,2.075097215,3.219021625,1.536248304,3.41957184,2.948070544,4.976142004,4.784372527,2.591119825,1.429887287,3.072237999,1.545020941,1.773328878,3.684754881,1.174570083,1.529199671,0.384726042,0.759479886,1.229762746,-0.106851276,-2.189478503,-1.008535804,-0.950857169,-0.46466243,-1.423878189,-1.429550534,-1.899128391,-2.755472728,-3.542996723,-3.87063761,-2.98578099,-3.292679851,-3.560607857,-4.014726319,-2.516336617,-2.891232005,-1.664273276,-0.990689324,
Zimbabwe,,,,,1.485786574,1.44530154,0.344787723,-0.235057141,-1.419918641,0.671497976,2.37969817,2.907526709,3.575478007,3.94981126,4.720378009,3.760617151,3.475744986,2.299824331,4.102531505,2.66575051,1.142394146,1.861114155,1.080218847,1.406911512,-1.355849135,-0.994310424,-0.741134841,-0.019547049,0.348752319,0.735488677,0.66590758,0.185528591,-1.34498121,-2.106409815,0.224058865,-0.615518891,0.395253565,1.158752594,0.3214975,-0.567308285,-0.571738613,-2.130530701,-1.641740537,-2.287655057,
